Comunidad Autónoma;Confirmados;Muertes;Día;Población;% de letalidad;% Población contagiada total;% Población fallecida total
Cantabria;2419;217.0;2020-07-26;581078;8.970649028524184;0.4162952305886645;0.03734438405859454
Castilla-La Mancha;18539;3032.0;2020-07-26;2032863;16.354711688872108;0.9119650463410471;0.14914925403236715
Valencia;12442;1433.0;2020-07-26;5003769;11.517440925896159;0.24865256569597838;0.028638412364759443
Extremadura;3316;519.0;2020-07-27;1067710;15.651387213510253;0.3105712225229697;0.04860870461080256
Total;278782;28434.0;2020-07-27;48525383;10.199367247526741;0.5745075726656295;0.058596137201019104
Pais Vasco;15524;1566.0;2020-07-27;2207776;10.087606287039423;0.7031510443088429;0.0709311089530822
Navarra;6484;529.0;2020-07-27;2153389;8.158544108574954;0.3011067670541644;0.02456592840401804
Murcia;2091;148.0;2020-07-27;1493898;7.077953132472501;0.13996939550089765;0.009906968213358609
Melilla;129;2.0;2020-07-27;86487;1.550387596899225;0.14915536439002394;0.0023124862696127743
Madrid;74700;8451.0;2020-07-27;6663394;11.313253012048193;1.1210503236038571;0.12682725950168938
La Rioja;4185;366.0;2020-07-27;316798;8.745519713261649;1.3210310671153227;0.11553103239288127
Galicia;9635;619.0;2020-07-27;2699499;6.424494032174365;0.35691807998447117;0.022930180748353676
Ceuta;164;4.0;2020-07-27;84777;2.4390243902439024;0.19344869481109264;0.00471826084905104
Asturias;2465;334.0;2020-07-27;1022800;13.549695740365111;0.24100508408290966;0.032655455612045366
Castilla-Leon;20055;2797.0;2020-07-27;2399548;13.946646721515831;0.8357824056864043;0.11656361948166905
Castilla-La Mancha;18611;3032.0;2020-07-27;2032863;16.29144054591371;0.915506849207251;0.14914925403236715
Cantabria;2436;217.0;2020-07-27;581078;8.908045977011493;0.41922082749648065;0.03734438405859454
Canarias;2608;162.0;2020-07-27;2153389;6.211656441717792;0.12111142018464847;0.007523025333555619
Valencia;12773;1433.0;2020-07-27;5003769;11.218977530728882;0.2552675792987246;0.028638412364759443
Baleares;2376;224.0;2020-07-27;1149460;9.427609427609427;0.2067057574861239;0.0194874114801733
Cataluña;75613;5680.0;2020-07-27;7675217;7.511935778239192;0.9851578137790762;0.07400442228538946
Aragon;11010;915.0;2020-07-27;1319291;8.310626702997276;0.8345391577748957;0.06935543409300905
Andalucia;14607;1436.0;2020-07-27;8414240;9.8309029917163;0.17359856624008824;0.017066306642073436
Galicia;9647;619.0;2020-07-28;2699499;6.416502539649632;0.35736260691335686;0.022930180748353676
La Rioja;4188;366.0;2020-07-28;316798;8.739255014326648;1.3219780427906742;0.11553103239288127
Madrid;74886;8451.0;2020-07-28;6663394;11.285153433218492;1.1238416938875293;0.12682725950168938
Melilla;129;2.0;2020-07-28;86487;1.550387596899225;0.14915536439002394;0.0023124862696127743
Total;280610;28436.0;2020-07-28;48525383;10.133637432735826;0.5782746732776947;0.05860025875529926
Navarra;6526;529.0;2020-07-28;2153389;8.106037388905914;0.30305718102953066;0.02456592840401804
Pais Vasco;15634;1566.0;2020-07-28;2207776;10.016630420877574;0.7081334338266201;0.0709311089530822
Extremadura;3322;519.0;2020-07-28;1067710;15.623118603251054;0.31113317286529113;0.04860870461080256
Murcia;2150;148.0;2020-07-28;1493898;6.883720930232558;0.14391879499135818;0.009906968213358609
Ceuta;164;4.0;2020-07-28;84777;2.4390243902439024;0.19344869481109264;0.00471826084905104
Cataluña;76332;5682.0;2020-07-28;7675217;7.443798144945763;0.994525627093019;0.07403048018056037
Castilla-Leon;20112;2797.0;2020-07-28;2399548;13.907120127287191;0.8381578530623267;0.11656361948166905
Aragon;11377;915.0;2020-07-28;1319291;8.042541970642525;0.8623571297007256;0.06935543409300905
Asturias;2468;334.0;2020-07-28;1022800;13.53322528363047;0.24129839655846697;0.032655455612045366
Baleares;2401;224.0;2020-07-28;1149460;9.329446064139942;0.20888069180310756;0.0194874114801733
Andalucia;14695;1435.0;2020-07-28;8414240;9.765226267437905;0.17464441232957462;0.017054422027420184
Canarias;2610;162.0;2020-07-28;2153389;6.206896551724138;0.1212042970406183;0.007523025333555619
Cantabria;2447;217.0;2020-07-28;581078;8.868001634654679;0.4211138607897735;0.03734438405859454
Castilla-La Mancha;18635;3032.0;2020-07-28;2032863;16.270458814059566;0.9166874501626524;0.14914925403236715
Valencia;12887;1434.0;2020-07-28;5003769;11.127492822223946;0.2575458619292777;0.028658397300115174
Galicia;9661;619.0;2020-07-29;2699499;6.407204223165304;0.35788122166372355;0.022930180748353676
Total;282641;28441.0;2020-07-29;48525383;10.062588230299214;0.5824601116491961;0.05861056264099966
Pais Vasco;15754;1566.0;2020-07-29;2207776;9.940332613939317;0.7135687678460134;0.0709311089530822
Navarra;6569;529.0;2020-07-29;2153389;8.052976099862994;0.30505403343288184;0.02456592840401804
Murcia;2199;148.0;2020-07-29;1493898;6.730331969076853;0.14719880473767286;0.009906968213358609
Melilla;129;2.0;2020-07-29;86487;1.550387596899225;0.14915536439002394;0.0023124862696127743
Madrid;75110;8452.0;2020-07-29;6663394;11.252829183863666;1.1272033441216294;0.1268422668688059
La Rioja;4191;366.0;2020-07-29;316798;8.732999284180387;1.3229250184660257;0.11553103239288127
Extremadura;3345;519.0;2020-07-29;1067710;15.515695067264573;0.3132873158441899;0.04860870461080256
Ceuta;165;4.0;2020-07-29;84777;2.4242424242424243;0.1946282600233554;0.00471826084905104
Andalucia;14804;1435.0;2020-07-29;8414240;9.693326128073494;0.17593983532677937;0.017054422027420184
Castilla-Leon;20142;2798.0;2020-07-29;2399548;13.89137126402542;0.8394080885233386;0.1166052939970361
Castilla-La Mancha;18651;3032.0;2020-07-29;2032863;16.25650099190392;0.9174745174662533;0.14914925403236715
Cantabria;2448;217.0;2020-07-29;581078;8.86437908496732;0.4212859547255274;0.03734438405859454
Canarias;2617;162.0;2020-07-29;2153389;6.19029423003439;0.12152936603651268;0.007523025333555619
Valencia;12999;1434.0;2020-07-29;5003769;11.031617816755135;0.25978417468911935;0.028658397300115174
Baleares;2425;224.0;2020-07-29;1149460;9.237113402061855;0.21096862874741182;0.0194874114801733
Asturias;2480;334.0;2020-07-29;1022800;13.46774193548387;0.24247164646069613;0.032655455612045366
Aragon;11810;915.0;2020-07-29;1319291;7.747671464860288;0.8951777886758873;0.06935543409300905
Cataluña;77142;5685.0;2020-07-29;7675217;7.369526328070312;1.0050790746372382;0.07406956702331674
Extremadura;3351;520.0;2020-07-30;1067710;15.517755893763056;0.3138492661865113;0.048702363001189464
Galicia;9683;619.0;2020-07-30;2699499;6.392646906950326;0.358696187700014;0.022930180748353676
La Rioja;4195;366.0;2020-07-30;316798;8.724672228843861;1.3241876526998277;0.11553103239288127
Madrid;75552;8452.0;2020-07-30;6663394;11.186997035154596;1.13383660038713;0.1268422668688059
Ceuta;166;4.0;2020-07-30;84777;2.4096385542168677;0.19580782523561815;0.00471826084905104
Murcia;2265;148.0;2020-07-30;1493898;6.5342163355408385;0.15161677704903548;0.009906968213358609
Navarra;6630;529.0;2020-07-30;2153389;7.9788838612368025;0.3078867775399614;0.02456592840401804
Pais Vasco;15938;1565.0;2020-07-30;2207776;9.819299786673358;0.7219029466757497;0.07088581450292059
Melilla;129;2.0;2020-07-30;86487;1.550387596899225;0.14915536439002394;0.0023124862696127743
Total;285430;28443.0;2020-07-30;48525383;9.964965140314613;0.5882076190928777;0.05861468419527982
Cataluña;78257;5686.0;2020-07-30;7675217;7.265803698071738;1.0196063511950215;0.07408259597090219
Castilla-La Mancha;18694;3032.0;2020-07-30;2032863;16.21910773510217;0.9195897608446806;0.14914925403236715
Cantabria;2455;217.0;2020-07-30;581078;8.839103869653767;0.42249061227580464;0.03734438405859454
Canarias;2623;162.0;2020-07-30;2153389;6.1761341974837975;0.12180799660442214;0.007523025333555619
Valencia;13233;1435.0;2020-07-30;5003769;10.844101866545756;0.2644606495623599;0.028678382235470902
Baleares;2464;224.0;2020-07-30;1149460;9.090909090909092;0.21436152628190627;0.0194874114801733
Asturias;2495;334.0;2020-07-30;1022800;13.386773547094188;0.2439382088384826;0.032655455612045366
Aragon;12167;915.0;2020-07-30;1319291;7.520341908440865;0.9222377777154548;0.06935543409300905
Andalucia;14924;1435.0;2020-07-30;8414240;9.615384615384615;0.1773659890851699;0.017054422027420184
Castilla-Leon;20209;2798.0;2020-07-30;2399548;13.845316443168885;0.8422002810529317;0.1166052939970361
Galicia;9717;619.0;2020-07-31;2699499;6.370278892662344;0.35995568066519007;0.022930180748353676
La Rioja;4200;366.0;2020-07-31;316798;8.714285714285714;1.32576594549208;0.11553103239288127
Madrid;76145;8453.0;2020-07-31;6663394;11.101188521899008;1.142735969087225;0.1268572742359224
Melilla;132;2.0;2020-07-31;86487;1.5151515151515151;0.15262409379444308;0.0023124862696127743
Total;288522;28445.0;2020-07-31;48525383;9.858866914827985;0.5945795420100033;0.05861880574955998
Navarra;6666;529.0;2020-07-31;2153389;7.935793579357936;0.30955856094741824;0.02456592840401804
Pais Vasco;16149;1565.0;2020-07-31;2207776;9.691002538856894;0.7314600756598495;0.07088581450292059
Extremadura;3373;520.0;2020-07-31;1067710;15.416543136673585;0.3159097507750232;0.048702363001189464
Murcia;2326;148.0;2020-07-31;1493898;6.362854686156492;0.15570005448832516;0.009906968213358609
Ceuta;166;4.0;2020-07-31;84777;2.4096385542168677;0.19580782523561815;0.00471826084905104
Cataluña;79324;5686.0;2020-07-31;7675217;7.168070193131965;1.033508238268703;0.07408259597090219
Castilla-Leon;20310;2798.0;2020-07-31;2399548;13.77646479566716;0.8464094071050048;0.1166052939970361
Aragon;12685;915.0;2020-07-31;1319291;7.213243988963343;0.9615012912238468;0.06935543409300905
Asturias;2516;334.0;2020-07-31;1022800;13.27503974562798;0.24599139616738366;0.032655455612045366
Baleares;2545;224.0;2020-07-31;1149460;8.801571709233793;0.22140831346893325;0.0194874114801733
Andalucia;15107;1435.0;2020-07-31;8414240;9.498907791090224;0.17954087356671547;0.017054422027420184
Canarias;2631;162.0;2020-07-31;2153389;6.1573546180159635;0.12217950402830144;0.007523025333555619
Cantabria;2469;217.0;2020-07-31;581078;8.788983394086674;0.4248999273763591;0.03734438405859454
Castilla-La Mancha;18743;3032.0;2020-07-31;2032863;16.176705970228884;0.9220001544619584;0.14914925403236715
Valencia;13318;1436.0;2020-07-31;5003769;10.782399759723683;0.26615936906759685;0.02869836717082663
Galicia;9717;619.0;2020-08-01;2699499;6.370278892662344;0.35995568066519007;0.022930180748353676
Total;288522;28445.0;2020-08-01;48525383;9.858866914827985;0.5945795420100033;0.05861880574955998
Pais Vasco;16149;1565.0;2020-08-01;2207776;9.691002538856894;0.7314600756598495;0.07088581450292059
Navarra;6666;529.0;2020-08-01;2153389;7.935793579357936;0.30955856094741824;0.02456592840401804
Murcia;2326;148.0;2020-08-01;1493898;6.362854686156492;0.15570005448832516;0.009906968213358609
Melilla;132;2.0;2020-08-01;86487;1.5151515151515151;0.15262409379444308;0.0023124862696127743
Madrid;76145;8453.0;2020-08-01;6663394;11.101188521899008;1.142735969087225;0.1268572742359224
La Rioja;4200;366.0;2020-08-01;316798;8.714285714285714;1.32576594549208;0.11553103239288127
Extremadura;3373;520.0;2020-08-01;1067710;15.416543136673585;0.3159097507750232;0.048702363001189464
Ceuta;166;4.0;2020-08-01;84777;2.4096385542168677;0.19580782523561815;0.00471826084905104
Andalucia;15107;1435.0;2020-08-01;8414240;9.498907791090224;0.17954087356671547;0.017054422027420184
Aragon;12685;915.0;2020-08-01;1319291;7.213243988963343;0.9615012912238468;0.06935543409300905
Asturias;2516;334.0;2020-08-01;1022800;13.27503974562798;0.24599139616738366;0.032655455612045366
Baleares;2545;224.0;2020-08-01;1149460;8.801571709233793;0.22140831346893325;0.0194874114801733
Valencia;13318;1436.0;2020-08-01;5003769;10.782399759723683;0.26615936906759685;0.02869836717082663
Cataluña;79324;5686.0;2020-08-01;7675217;7.168070193131965;1.033508238268703;0.07408259597090219
Cantabria;2469;217.0;2020-08-01;581078;8.788983394086674;0.4248999273763591;0.03734438405859454
Castilla-La Mancha;18743;3032.0;2020-08-01;2032863;16.176705970228884;0.9220001544619584;0.14914925403236715
Castilla-Leon;20310;2798.0;2020-08-01;2399548;13.77646479566716;0.8464094071050048;0.1166052939970361
Canarias;2631;162.0;2020-08-01;2153389;6.1573546180159635;0.12217950402830144;0.007523025333555619
Extremadura;3373;520.0;2020-08-02;1067710;15.416543136673585;0.3159097507750232;0.048702363001189464
Total;288522;28445.0;2020-08-02;48525383;9.858866914827985;0.5945795420100033;0.05861880574955998
Pais Vasco;16149;1565.0;2020-08-02;2207776;9.691002538856894;0.7314600756598495;0.07088581450292059
Navarra;6666;529.0;2020-08-02;2153389;7.935793579357936;0.30955856094741824;0.02456592840401804
Murcia;2326;148.0;2020-08-02;1493898;6.362854686156492;0.15570005448832516;0.009906968213358609
